canonical_name,price_bucket,sample_count,avg_mat_unit_price,avg_labor_unit_price,avg_exp_unit_price,mat_ratio,labor_ratio,exp_ratio,source_files
사다리차,27000-27999,1,0.0,0.0,0.0,0.0,0.0,0.0,"100평~200평 미만 우레탄_27,000원(0.5mm당 2000원).xlsx"
사다리차,28000-28999,1,0.0,0.0,0.0,0.0,0.0,0.0,"100평~200평 미만 우레탄_28,000원(0.5mm당 2000원).xlsx"
사다리차,29000-29999,1,0.0,0.0,0.0,0.0,0.0,0.0,"200평 이상 복합_29,000원(0.5mm당 1500원).xlsx"
사다리차,30000-30999,1,0.0,0.0,0.0,0.0,0.0,0.0,"200평 이상 복합_30,000원(0.5mm당 1500원).xlsx"
사다리차,31000-31999,2,0.0,0.0,0.0,0.0,0.0,0.0,"200평 이상 복합_31,000원(0.5mm당 1500원).xlsx,50평~100평 미만 우레탄_31,000원.xlsx"
사다리차,32000-32999,3,0.0,0.0,0.0,0.0,0.0,0.0,"100평~200평 미만 복합_32,000원(0.5mm당 1600원).xlsx,200평 이상 복합_32,000원(0.5mm당 1500원).xlsx,50평~100평 미만 우레탄_32,000원.xlsx"
사다리차,33000-33999,2,0.0,0.0,0.0,0.0,0.0,0.0,"100평~200평 미만 복합_33,000원(0.5mm당 2000원).xlsx,50평~100평 미만 우레탄_33,000원.xlsx"
사다리차,34000-34999,2,0.0,0.0,0.0,0.0,0.0,0.0,"100평~200평 미만 복합_34,000원(0.5mm당 2000원).xlsx,50평~100평 미만 우레탄_34,000원.xlsx"
사다리차,35000-35999,3,0.0,0.0,0.0,0.0,0.0,0.0,"100평~200평 미만 복합_35,000원(0.5mm당 2000원).xlsx,50평 미만 우레탄_35,000원.xlsx,50평~100평 미만 우레탄_35,000원.xlsx"
사다리차,36000-36999,3,0.0,0.0,0.0,0.0,0.0,0.0,"50평 미만 우레탄_36,000원.xlsx,50평~100평 미만 복합_36,000원.xlsx,50평~100평 미만 우레탄_36,000원.xlsx"
사다리차,37000-37999,3,0.0,0.0,0.0,0.0,0.0,0.0,"50평 미만 우레탄_37,000원.xlsx,50평~100평 미만 복합_37,000원.xlsx,50평~100평 미만 우레탄_37,000원.xlsx"
사다리차,38000-38999,2,0.0,0.0,0.0,0.0,0.0,0.0,"50평 미만 복합_38,000원.xlsx,50평~100평 미만 복합_38,000원.xlsx"
사다리차,39000-39999,2,0.0,0.0,0.0,0.0,0.0,0.0,"50평 미만 복합_39,000원.xlsx,50평~100평 미만 복합_39,000원.xlsx"
사다리차,40000-40999,2,0.0,0.0,0.0,0.0,0.0,0.0,"50평 미만 복합_40,000원.xlsx,50평~100평 미만 복합_40,000원.xlsx"
사다리차,41000-41999,2,0.0,0.0,0.0,0.0,0.0,0.0,"50평 미만 복합_41,000원.xlsx,50평~100평 미만 복합_41,000원.xlsx"
사다리차,42000-42999,2,0.0,0.0,0.0,0.0,0.0,0.0,"50평 미만 복합_42,000원.xlsx,50평~100평 미만 복합_42,000원.xlsx"
사다리차,43000-43999,1,0.0,0.0,0.0,0.0,0.0,0.0,"50평 미만 복합_43,000원.xlsx"
사다리차,44000-44999,1,0.0,0.0,0.0,0.0,0.0,0.0,"50평 미만 복합_44,000원.xlsx"
사다리차,48000-48999,1,0.0,0.0,0.0,0.0,0.0,0.0,"20평 이하 소형평수_48,000원.xlsx"
사다리차,50000-50999,1,0.0,0.0,0.0,0.0,0.0,0.0,"20평 이하 소형평수_50,000원.xlsx"
우레탄상도,23000-23999,1,2000.0,1500.0,0.0,57.1,42.9,0.0,"200평 이상 미만 우레탄_23,000원(0.5mm당 1500원).xlsx"
우레탄상도,24000-24999,1,2000.0,1500.0,0.0,57.1,42.9,0.0,"200평 이상 미만 우레탄_24,000원(0.5mm당 1500원).xlsx"
우레탄상도,25000-25999,2,2000.0,1500.0,0.0,57.1,42.9,0.0,"100평~200평 미만 우레탄_25,000원(0.5mm당 1600원).xlsx,200평 이상 미만 우레탄_25,000원(0.5mm당 1500원).xlsx"
우레탄상도,26000-26999,2,2000.0,1500.0,0.0,57.1,42.9,0.0,"100평~200평 미만 우레탄_26,000원(0.5mm당 2000원).xlsx,200평 이상 미만 우레탄_26,000원(0.5mm당 1500원).xlsx"
우레탄상도,27000-27999,1,2000.0,1500.0,0.0,57.1,42.9,0.0,"100평~200평 미만 우레탄_27,000원(0.5mm당 2000원).xlsx"
우레탄상도,28000-28999,1,2000.0,1500.0,0.0,57.1,42.9,0.0,"100평~200평 미만 우레탄_28,000원(0.5mm당 2000원).xlsx"
우레탄상도,29000-29999,1,2000.0,1500.0,0.0,57.1,42.9,0.0,"200평 이상 복합_29,000원(0.5mm당 1500원).xlsx"
우레탄상도,30000-30999,1,2000.0,1500.0,0.0,57.1,42.9,0.0,"200평 이상 복합_30,000원(0.5mm당 1500원).xlsx"
우레탄상도,31000-31999,2,2100.0,1650.0,0.0,56.0,44.0,0.0,"200평 이상 복합_31,000원(0.5mm당 1500원).xlsx,50평~100평 미만 우레탄_31,000원.xlsx"
우레탄상도,32000-32999,3,2066.7,1600.0,0.0,56.4,43.6,0.0,"100평~200평 미만 복합_32,000원(0.5mm당 1600원).xlsx,200평 이상 복합_32,000원(0.5mm당 1500원).xlsx,50평~100평 미만 우레탄_32,000원.xlsx"
우레탄상도,33000-33999,2,2100.0,1650.0,0.0,56.0,44.0,0.0,"100평~200평 미만 복합_33,000원(0.5mm당 2000원).xlsx,50평~100평 미만 우레탄_33,000원.xlsx"
우레탄상도,34000-34999,2,2100.0,1650.0,0.0,56.0,44.0,0.0,"100평~200평 미만 복합_34,000원(0.5mm당 2000원).xlsx,50평~100평 미만 우레탄_34,000원.xlsx"
우레탄상도,35000-35999,3,2133.3,1700.0,0.0,55.7,44.3,0.0,"100평~200평 미만 복합_35,000원(0.5mm당 2000원).xlsx,50평 미만 우레탄_35,000원.xlsx,50평~100평 미만 우레탄_35,000원.xlsx"
우레탄상도,36000-36999,3,2200.0,1800.0,0.0,55.0,45.0,0.0,"50평 미만 우레탄_36,000원.xlsx,50평~100평 미만 복합_36,000원.xlsx,50평~100평 미만 우레탄_36,000원.xlsx"
우레탄상도,37000-37999,3,2200.0,1800.0,0.0,55.0,45.0,0.0,"50평 미만 우레탄_37,000원.xlsx,50평~100평 미만 복합_37,000원.xlsx,50평~100평 미만 우레탄_37,000원.xlsx"
우레탄상도,38000-38999,2,2200.0,1800.0,0.0,55.0,45.0,0.0,"50평 미만 복합_38,000원.xlsx,50평~100평 미만 복합_38,000원.xlsx"
우레탄상도,39000-39999,2,2200.0,1800.0,0.0,55.0,45.0,0.0,"50평 미만 복합_39,000원.xlsx,50평~100평 미만 복합_39,000원.xlsx"
우레탄상도,40000-40999,2,2200.0,1800.0,0.0,55.0,45.0,0.0,"50평 미만 복합_40,000원.xlsx,50평~100평 미만 복합_40,000원.xlsx"
우레탄상도,41000-41999,2,2200.0,1800.0,0.0,55.0,45.0,0.0,"50평 미만 복합_41,000원.xlsx,50평~100평 미만 복합_41,000원.xlsx"
우레탄상도,42000-42999,2,2200.0,1800.0,0.0,55.0,45.0,0.0,"50평 미만 복합_42,000원.xlsx,50평~100평 미만 복합_42,000원.xlsx"
우레탄상도,43000-43999,1,2200.0,1800.0,0.0,55.0,45.0,0.0,"50평 미만 복합_43,000원.xlsx"
우레탄상도,44000-44999,1,2200.0,1800.0,0.0,55.0,45.0,0.0,"50평 미만 복합_44,000원.xlsx"
우레탄상도,48000-48999,1,2200.0,1800.0,0.0,55.0,45.0,0.0,"20평 이하 소형평수_48,000원.xlsx"
우레탄상도,50000-50999,1,2200.0,1800.0,0.0,55.0,45.0,0.0,"20평 이하 소형평수_50,000원.xlsx"
쪼인트실란트보강포부착,29000-29999,1,900.0,1100.0,0.0,45.0,55.0,0.0,"200평 이상 복합_29,000원(0.5mm당 1500원).xlsx"
쪼인트실란트보강포부착,30000-30999,1,1100.0,1200.0,0.0,47.8,52.2,0.0,"200평 이상 복합_30,000원(0.5mm당 1500원).xlsx"
쪼인트실란트보강포부착,31000-31999,1,1100.0,1200.0,0.0,47.8,52.2,0.0,"200평 이상 복합_31,000원(0.5mm당 1500원).xlsx"
쪼인트실란트보강포부착,32000-32999,2,1100.0,1200.0,0.0,47.8,52.2,0.0,"100평~200평 미만 복합_32,000원(0.5mm당 1600원).xlsx,200평 이상 복합_32,000원(0.5mm당 1500원).xlsx"
쪼인트실란트보강포부착,33000-33999,1,1100.0,1200.0,0.0,47.8,52.2,0.0,"100평~200평 미만 복합_33,000원(0.5mm당 2000원).xlsx"
쪼인트실란트보강포부착,34000-34999,1,1200.0,1400.0,0.0,46.2,53.8,0.0,"100평~200평 미만 복합_34,000원(0.5mm당 2000원).xlsx"
쪼인트실란트보강포부착,35000-35999,1,1200.0,1400.0,0.0,46.2,53.8,0.0,"100평~200평 미만 복합_35,000원(0.5mm당 2000원).xlsx"
쪼인트실란트보강포부착,36000-36999,1,1200.0,1400.0,0.0,46.2,53.8,0.0,"50평~100평 미만 복합_36,000원.xlsx"
쪼인트실란트보강포부착,37000-37999,1,1200.0,1400.0,0.0,46.2,53.8,0.0,"50평~100평 미만 복합_37,000원.xlsx"
쪼인트실란트보강포부착,38000-38999,2,1300.0,1700.0,0.0,43.3,56.7,0.0,"50평 미만 복합_38,000원.xlsx,50평~100평 미만 복합_38,000원.xlsx"
쪼인트실란트보강포부착,39000-39999,2,1300.0,1700.0,0.0,43.3,56.7,0.0,"50평 미만 복합_39,000원.xlsx,50평~100평 미만 복합_39,000원.xlsx"
쪼인트실란트보강포부착,40000-40999,2,1300.0,1700.0,0.0,43.3,56.7,0.0,"50평 미만 복합_40,000원.xlsx,50평~100평 미만 복합_40,000원.xlsx"
쪼인트실란트보강포부착,41000-41999,2,1300.0,1700.0,0.0,43.3,56.7,0.0,"50평 미만 복합_41,000원.xlsx,50평~100평 미만 복합_41,000원.xlsx"
쪼인트실란트보강포부착,42000-42999,2,1300.0,1700.0,0.0,43.3,56.7,0.0,"50평 미만 복합_42,000원.xlsx,50평~100평 미만 복합_42,000원.xlsx"
쪼인트실란트보강포부착,43000-43999,1,1500.0,2000.0,0.0,42.9,57.1,0.0,"50평 미만 복합_43,000원.xlsx"
쪼인트실란트보강포부착,44000-44999,1,1800.0,2000.0,0.0,47.4,52.6,0.0,"50평 미만 복합_44,000원.xlsx"
쪼인트실란트보강포부착,48000-48999,1,2000.0,2500.0,0.0,44.4,55.6,0.0,"20평 이하 소형평수_48,000원.xlsx"
쪼인트실란트보강포부착,50000-50999,1,2300.0,3000.0,0.0,43.4,56.6,0.0,"20평 이하 소형평수_50,000원.xlsx"
폐기물처리,23000-23999,1,0.0,0.0,0.0,0,0,0,"200평 이상 미만 우레탄_23,000원(0.5mm당 1500원).xlsx"
폐기물처리,24000-24999,1,0.0,0.0,0.0,0,0,0,"200평 이상 미만 우레탄_24,000원(0.5mm당 1500원).xlsx"
폐기물처리,25000-25999,2,0.0,0.0,0.0,0,0,0,"100평~200평 미만 우레탄_25,000원(0.5mm당 1600원).xlsx,200평 이상 미만 우레탄_25,000원(0.5mm당 1500원).xlsx"
폐기물처리,26000-26999,2,0.0,0.0,0.0,0,0,0,"100평~200평 미만 우레탄_26,000원(0.5mm당 2000원).xlsx,200평 이상 미만 우레탄_26,000원(0.5mm당 1500원).xlsx"
폐기물처리,27000-27999,1,0.0,0.0,0.0,0,0,0,"100평~200평 미만 우레탄_27,000원(0.5mm당 2000원).xlsx"
폐기물처리,28000-28999,1,0.0,0.0,0.0,0,0,0,"100평~200평 미만 우레탄_28,000원(0.5mm당 2000원).xlsx"
폐기물처리,29000-29999,1,0.0,0.0,0.0,0,0,0,"200평 이상 복합_29,000원(0.5mm당 1500원).xlsx"
폐기물처리,30000-30999,1,0.0,0.0,0.0,0,0,0,"200평 이상 복합_30,000원(0.5mm당 1500원).xlsx"
폐기물처리,31000-31999,2,0.0,0.0,0.0,0,0,0,"200평 이상 복합_31,000원(0.5mm당 1500원).xlsx,50평~100평 미만 우레탄_31,000원.xlsx"
폐기물처리,32000-32999,3,0.0,0.0,0.0,0,0,0,"100평~200평 미만 복합_32,000원(0.5mm당 1600원).xlsx,200평 이상 복합_32,000원(0.5mm당 1500원).xlsx,50평~100평 미만 우레탄_32,000원.xlsx"
폐기물처리,33000-33999,2,0.0,0.0,0.0,0,0,0,"100평~200평 미만 복합_33,000원(0.5mm당 2000원).xlsx,50평~100평 미만 우레탄_33,000원.xlsx"
폐기물처리,34000-34999,2,0.0,0.0,0.0,0,0,0,"100평~200평 미만 복합_34,000원(0.5mm당 2000원).xlsx,50평~100평 미만 우레탄_34,000원.xlsx"
폐기물처리,35000-35999,3,0.0,0.0,0.0,0,0,0,"100평~200평 미만 복합_35,000원(0.5mm당 2000원).xlsx,50평 미만 우레탄_35,000원.xlsx,50평~100평 미만 우레탄_35,000원.xlsx"
폐기물처리,36000-36999,3,0.0,0.0,0.0,0,0,0,"50평 미만 우레탄_36,000원.xlsx,50평~100평 미만 복합_36,000원.xlsx,50평~100평 미만 우레탄_36,000원.xlsx"
폐기물처리,37000-37999,3,0.0,0.0,0.0,0,0,0,"50평 미만 우레탄_37,000원.xlsx,50평~100평 미만 복합_37,000원.xlsx,50평~100평 미만 우레탄_37,000원.xlsx"
폐기물처리,38000-38999,2,0.0,0.0,0.0,0,0,0,"50평 미만 복합_38,000원.xlsx,50평~100평 미만 복합_38,000원.xlsx"
폐기물처리,39000-39999,2,0.0,0.0,0.0,0,0,0,"50평 미만 복합_39,000원.xlsx,50평~100평 미만 복합_39,000원.xlsx"
폐기물처리,40000-40999,2,0.0,0.0,0.0,0,0,0,"50평 미만 복합_40,000원.xlsx,50평~100평 미만 복합_40,000원.xlsx"
폐기물처리,41000-41999,2,0.0,0.0,0.0,0,0,0,"50평 미만 복합_41,000원.xlsx,50평~100평 미만 복합_41,000원.xlsx"
폐기물처리,42000-42999,2,0.0,0.0,0.0,0,0,0,"50평 미만 복합_42,000원.xlsx,50평~100평 미만 복합_42,000원.xlsx"
폐기물처리,43000-43999,1,0.0,0.0,0.0,0,0,0,"50평 미만 복합_43,000원.xlsx"
폐기물처리,44000-44999,1,0.0,0.0,0.0,0,0,0,"50평 미만 복합_44,000원.xlsx"
폐기물처리,48000-48999,1,0.0,0.0,0.0,0,0,0,"20평 이하 소형평수_48,000원.xlsx"
폐기물처리,50000-50999,1,0.0,0.0,0.0,0,0,0,"20평 이하 소형평수_50,000원.xlsx"
하도프라이머,23000-23999,1,800.0,1200.0,0.0,40.0,60.0,0.0,"200평 이상 미만 우레탄_23,000원(0.5mm당 1500원).xlsx"
하도프라이머,24000-24999,1,1000.0,1300.0,0.0,43.5,56.5,0.0,"200평 이상 미만 우레탄_24,000원(0.5mm당 1500원).xlsx"
하도프라이머,25000-25999,2,1000.0,1200.0,0.0,45.5,54.5,0.0,"100평~200평 미만 우레탄_25,000원(0.5mm당 1600원).xlsx,200평 이상 미만 우레탄_25,000원(0.5mm당 1500원).xlsx"
하도프라이머,26000-26999,2,1100.0,1300.0,0.0,45.8,54.2,0.0,"100평~200평 미만 우레탄_26,000원(0.5mm당 2000원).xlsx,200평 이상 미만 우레탄_26,000원(0.5mm당 1500원).xlsx"
하도프라이머,27000-27999,1,1000.0,1200.0,0.0,45.5,54.5,0.0,"100평~200평 미만 우레탄_27,000원(0.5mm당 2000원).xlsx"
하도프라이머,28000-28999,1,1200.0,1400.0,0.0,46.2,53.8,0.0,"100평~200평 미만 우레탄_28,000원(0.5mm당 2000원).xlsx"
하도프라이머,29000-29999,1,600.0,1200.0,0.0,33.3,66.7,0.0,"200평 이상 복합_29,000원(0.5mm당 1500원).xlsx"
하도프라이머,30000-30999,1,600.0,1200.0,0.0,33.3,66.7,0.0,"200평 이상 복합_30,000원(0.5mm당 1500원).xlsx"
하도프라이머,31000-31999,2,900.0,1300.0,0.0,40.9,59.1,0.0,"200평 이상 복합_31,000원(0.5mm당 1500원).xlsx,50평~100평 미만 우레탄_31,000원.xlsx"
하도프라이머,32000-32999,3,866.7,1333.3,0.0,39.4,60.6,0.0,"100평~200평 미만 복합_32,000원(0.5mm당 1600원).xlsx,200평 이상 복합_32,000원(0.5mm당 1500원).xlsx,50평~100평 미만 우레탄_32,000원.xlsx"
하도프라이머,33000-33999,2,1050.0,1450.0,0.0,42.0,58.0,0.0,"100평~200평 미만 복합_33,000원(0.5mm당 2000원).xlsx,50평~100평 미만 우레탄_33,000원.xlsx"
하도프라이머,34000-34999,2,1050.0,1450.0,0.0,42.0,58.0,0.0,"100평~200평 미만 복합_34,000원(0.5mm당 2000원).xlsx,50평~100평 미만 우레탄_34,000원.xlsx"
하도프라이머,35000-35999,3,1700.0,1633.3,0.0,51.0,49.0,0.0,"100평~200평 미만 복합_35,000원(0.5mm당 2000원).xlsx,50평 미만 우레탄_35,000원.xlsx,50평~100평 미만 우레탄_35,000원.xlsx"
하도프라이머,36000-36999,3,1900.0,1766.7,0.0,51.8,48.2,0.0,"50평 미만 우레탄_36,000원.xlsx,50평~100평 미만 복합_36,000원.xlsx,50평~100평 미만 우레탄_36,000원.xlsx"
하도프라이머,37000-37999,3,2233.3,2100.0,0.0,51.5,48.5,0.0,"50평 미만 우레탄_37,000원.xlsx,50평~100평 미만 복합_37,000원.xlsx,50평~100평 미만 우레탄_37,000원.xlsx"
하도프라이머,38000-38999,2,700.0,1300.0,0.0,35.0,65.0,0.0,"50평 미만 복합_38,000원.xlsx,50평~100평 미만 복합_38,000원.xlsx"
하도프라이머,39000-39999,2,700.0,1300.0,0.0,35.0,65.0,0.0,"50평 미만 복합_39,000원.xlsx,50평~100평 미만 복합_39,000원.xlsx"
하도프라이머,40000-40999,2,700.0,1300.0,0.0,35.0,65.0,0.0,"50평 미만 복합_40,000원.xlsx,50평~100평 미만 복합_40,000원.xlsx"
하도프라이머,41000-41999,2,800.0,1450.0,0.0,35.6,64.4,0.0,"50평 미만 복합_41,000원.xlsx,50평~100평 미만 복합_41,000원.xlsx"
하도프라이머,42000-42999,2,900.0,1600.0,0.0,36.0,64.0,0.0,"50평 미만 복합_42,000원.xlsx,50평~100평 미만 복합_42,000원.xlsx"
하도프라이머,43000-43999,1,1100.0,1600.0,0.0,40.7,59.3,0.0,"50평 미만 복합_43,000원.xlsx"
하도프라이머,44000-44999,1,1100.0,1600.0,0.0,40.7,59.3,0.0,"50평 미만 복합_44,000원.xlsx"
하도프라이머,48000-48999,1,1400.0,1600.0,0.0,46.7,53.3,0.0,"20평 이하 소형평수_48,000원.xlsx"
하도프라이머,50000-50999,1,1400.0,1600.0,0.0,46.7,53.3,0.0,"20평 이하 소형평수_50,000원.xlsx"
